"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3037","userCanTransferToOwnAccountTest(Double) [5] amount=10000.0","","Mon Jan 12 20:47:43 UTC 2026","passed","Mon Jan 12 20:47:46 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferPositiveTest","nBankTests.api.iteration2_senior_level.TransferPositiveTest","userCanTransferToOwnAccountTest"
"","1810","userCanNotTransferWithIncorrectAmountTest(Double, String) [1] amount=0.0, errorMessage=Transfer amount must be at least 0.01","","Mon Jan 12 20:47:47 UTC 2026","passed","Mon Jan 12 20:47:49 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferWithIncorrectAmountTest"
"","6544","userCanNotTransferWhenTransferAmountExceedsAccountBalance()","","Mon Jan 12 20:48:21 UTC 2026","passed","Mon Jan 12 20:48:27 UTC 2026","","nBankTests.ui.iteration_2.TransferTest","nBankTests.ui.iteration_2.TransferTest","userCanNotTransferWhenTransferAmountExceedsAccountBalance"
"","1465","userCanNotDepositWithInvalidAmount(Double, String) [2] amount=0.0, errorValue=Deposit amount must be at least 0.01","","Mon Jan 12 20:47:53 UTC 2026","passed","Mon Jan 12 20:47:55 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCanNotDepositWithInvalidAmount"
"","1471","userCanNotDepositWithInvalidAmount(Double, String) [1] amount=-1.0, errorValue=Deposit amount must be at least 0.01","","Mon Jan 12 20:47:52 UTC 2026","passed","Mon Jan 12 20:47:53 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCanNotDepositWithInvalidAmount"
"","2016","userCannotTransferWithoutToken()","","Mon Jan 12 20:47:53 UTC 2026","passed","Mon Jan 12 20:47:55 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCannotTransferWithoutToken"
"","12704","userCanNotDepositWithInvalidAmount()","","Mon Jan 12 20:47:32 UTC 2026","passed","Mon Jan 12 20:47:44 UTC 2026","","nBankTests.ui.iteration_2.DepositTest","nBankTests.ui.iteration_2.DepositTest","userCanNotDepositWithInvalidAmount"
"","3158","userCannotTransferWithNullFields(Integer, Integer, Double) [1] senderAccountId=null, receiverAccountId=929645276, amount=4027.71","","Mon Jan 12 20:47:36 UTC 2026","passed","Mon Jan 12 20:47:40 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCannotTransferWithNullFields"
"","1209","userCannotDepositWithInvalidFields(Integer, Double) [2] id=409957836, balance=null","","Mon Jan 12 20:47:49 UTC 2026","passed","Mon Jan 12 20:47:50 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCannotDepositWithInvalidFields"
"","6235","userCanNotDepositWithEmptyAccount()","","Mon Jan 12 20:47:44 UTC 2026","passed","Mon Jan 12 20:47:51 UTC 2026","","nBankTests.ui.iteration_2.DepositTest","nBankTests.ui.iteration_2.DepositTest","userCanNotDepositWithEmptyAccount"
"","1975","userCanNotTransferWithIncorrectAmountTest(Double, String) [3] amount=-5001.0, errorMessage=Transfer amount must be at least 0.01","","Mon Jan 12 20:47:51 UTC 2026","passed","Mon Jan 12 20:47:53 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferWithIncorrectAmountTest"
"","4425","userCanTransferToOwnAccountTest(Double) [3] amount=5000.0","","Mon Jan 12 20:47:35 UTC 2026","passed","Mon Jan 12 20:47:39 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferPositiveTest","nBankTests.api.iteration2_senior_level.TransferPositiveTest","userCanTransferToOwnAccountTest"
"","313","adminCanNotCreateUserWithInvalidData(CreateUserRequest, String, List) [4] createUserRequest=CreateUserRequest(username=abc%, password=Password33$, role=USER), errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Mon Jan 12 20:47:35 UTC 2026","passed","Mon Jan 12 20:47:35 UTC 2026","","nBankTests.api.iteration1_senior_level.CreateUserTest","nBankTests.api.iteration1_senior_level.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","2068","userCanNotTransferOnNonExistentAccount()","","Mon Jan 12 20:47:57 UTC 2026","passed","Mon Jan 12 20:47:59 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferOnNonExistentAccount"
"","12570","userCanDepositAndBalanceChangesCorrectlyTest()","","Mon Jan 12 20:48:02 UTC 2026","passed","Mon Jan 12 20:48:15 UTC 2026","","nBankTests.ui.iteration_2.TransferTest","nBankTests.ui.iteration_2.TransferTest","userCanDepositAndBalanceChangesCorrectlyTest"
"","1235","userCanNotUpdateName(String, String) [4] newName='   ', errorMassage=Name must contain two words with letters only","","Mon Jan 12 20:47:41 UTC 2026","passed","Mon Jan 12 20:47:42 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCanNotUpdateName"
"","6825","userCanCreateAccountTest()","","Mon Jan 12 20:47:54 UTC 2026","passed","Mon Jan 12 20:48:01 UTC 2026","","nBankTests.ui.iteration_1.CreateAccountTest","nBankTests.ui.iteration_1.CreateAccountTest","userCanCreateAccountTest"
"","2705","userCannotTransferWithNullFields(Integer, Integer, Double) [2] senderAccountId=929645276, receiverAccountId=null, amount=3078.3","","Mon Jan 12 20:47:40 UTC 2026","passed","Mon Jan 12 20:47:42 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCannotTransferWithNullFields"
"","4298","adminCanCreateUserTest()","","Mon Jan 12 20:48:04 UTC 2026","passed","Mon Jan 12 20:48:08 UTC 2026","","nBankTests.ui.iteration_1.CreateUserTest","nBankTests.ui.iteration_1.CreateUserTest","adminCanCreateUserTest"
"","939","userCanNotUpdateName(String, String) [1] newName=Mark1999 dfd dfd, errorMassage=Name must contain two words with letters only","","Mon Jan 12 20:47:45 UTC 2026","passed","Mon Jan 12 20:47:46 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCanNotUpdateName"
"","3392","adminCannotCreateUserWithInvalidDataTest()","","Mon Jan 12 20:48:01 UTC 2026","passed","Mon Jan 12 20:48:04 UTC 2026","","nBankTests.ui.iteration_1.CreateUserTest","nBankTests.ui.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","1031","userCanNotUpdateName(String, String) [2] newName=Mark1999 Samsonov, errorMassage=Name must contain two words with letters only","","Mon Jan 12 20:47:44 UTC 2026","passed","Mon Jan 12 20:47:45 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCanNotUpdateName"
"","9071","userCanDepositAndBalanceChangesCorrectlyTest()","","Mon Jan 12 20:47:58 UTC 2026","passed","Mon Jan 12 20:48:07 UTC 2026","","nBankTests.ui.iteration_2.DepositTest","nBankTests.ui.iteration_2.DepositTest","userCanDepositAndBalanceChangesCorrectlyTest"
"","2884","userCanNotTransferFromNonExistentAccount()","","Mon Jan 12 20:47:59 UTC 2026","passed","Mon Jan 12 20:48:02 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferFromNonExistentAccount"
"","2401","userCannotTransferWithNullFields(Integer, Integer, Double) [3] senderAccountId=929645276, receiverAccountId=929645276, amount=null","","Mon Jan 12 20:47:42 UTC 2026","passed","Mon Jan 12 20:47:45 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCannotTransferWithNullFields"
"","2676","userCanTransferToAccountOfOtherUserTest()","","Mon Jan 12 20:47:51 UTC 2026","passed","Mon Jan 12 20:47:54 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferPositiveTest","nBankTests.api.iteration2_senior_level.TransferPositiveTest","userCanTransferToAccountOfOtherUserTest"
"","1862","userCanNotDepositToNotOwnedAccount()","","Mon Jan 12 20:47:46 UTC 2026","passed","Mon Jan 12 20:47:48 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCanNotDepositToNotOwnedAccount"
"","2458","adminCanGenerateAuthTokenTest()","","Mon Jan 12 20:47:32 UTC 2026","passed","Mon Jan 12 20:47:34 UTC 2026","","nBankTests.api.iteration1_senior_level.LoginUserTest","nBankTests.api.iteration1_senior_level.LoginUserTest","adminCanGenerateAuthTokenTest"
"","940","userCanNotUpdateName(String, String) [5] newName=Mark Junior Samsonov, errorMassage=Name must contain two words with letters only","","Mon Jan 12 20:47:42 UTC 2026","passed","Mon Jan 12 20:47:43 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCanNotUpdateName"
"","296","adminCanNotCreateUserWithInvalidData(CreateUserRequest, String, List) [1] createUserRequest=CreateUserRequest(username=   , password=Password33$, role=USER), errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Mon Jan 12 20:47:36 UTC 2026","passed","Mon Jan 12 20:47:36 UTC 2026","","nBankTests.api.iteration1_senior_level.CreateUserTest","nBankTests.api.iteration1_senior_level.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","318","adminCanCreateUserWithCorrectData()","","Mon Jan 12 20:47:36 UTC 2026","passed","Mon Jan 12 20:47:36 UTC 2026","","nBankTests.api.iteration1_senior_level.CreateUserTest","nBankTests.api.iteration1_senior_level.CreateUserTest","adminCanCreateUserWithCorrectData"
