"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1004","userCanNotUpdateName(String, String) [3] newName=Mark_Samsonov, errorMassage=Name must contain two words with letters only","","Mon Jan 12 20:40:37 UTC 2026","passed","Mon Jan 12 20:40:38 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCanNotUpdateName"
"","2835","userCanTransferToOwnAccountTest(Double) [1] amount=0.01","","Mon Jan 12 20:40:39 UTC 2026","passed","Mon Jan 12 20:40:42 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferPositiveTest","nBankTests.api.iteration2_senior_level.TransferPositiveTest","userCanTransferToOwnAccountTest"
"","1033","userCanNotUpdateName(String, String) [2] newName=Mark1999 Samsonov, errorMassage=Name must contain two words with letters only","","Mon Jan 12 20:40:38 UTC 2026","passed","Mon Jan 12 20:40:39 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCanNotUpdateName"
"","2252","userCannotTransferWithNullFields(Integer, Integer, Double) [3] senderAccountId=288860709, receiverAccountId=288860709, amount=null","","Mon Jan 12 20:40:36 UTC 2026","passed","Mon Jan 12 20:40:38 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCannotTransferWithNullFields"
"","7275","UserCanNotChangeNameWithEmptyNewNameTest()","","Mon Jan 12 20:41:01 UTC 2026","passed","Mon Jan 12 20:41:08 UTC 2026","","nBankTests.ui.iteration_2.ChangeUsersNameTest","nBankTests.ui.iteration_2.ChangeUsersNameTest","UserCanNotChangeNameWithEmptyNewNameTest"
"","3395","adminCannotCreateUserWithInvalidDataTest()","","Mon Jan 12 20:40:54 UTC 2026","passed","Mon Jan 12 20:40:58 UTC 2026","","nBankTests.ui.iteration_1.CreateUserTest","nBankTests.ui.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","8327","userCanDepositAndBalanceChangesCorrectlyTest()","","Mon Jan 12 20:40:52 UTC 2026","passed","Mon Jan 12 20:41:01 UTC 2026","","nBankTests.ui.iteration_2.DepositTest","nBankTests.ui.iteration_2.DepositTest","userCanDepositAndBalanceChangesCorrectlyTest"
"","2656","userCannotTransferWithNullFields(Integer, Integer, Double) [1] senderAccountId=null, receiverAccountId=288860709, amount=4826.77","","Mon Jan 12 20:40:30 UTC 2026","passed","Mon Jan 12 20:40:33 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCannotTransferWithNullFields"
"","2512","userCanNotTransferWithExpiredAuthToken()","","Mon Jan 12 20:40:48 UTC 2026","passed","Mon Jan 12 20:40:51 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferWithExpiredAuthToken"
"","12732","userCanNotDepositWithInvalidAmount()","","Mon Jan 12 20:40:26 UTC 2026","passed","Mon Jan 12 20:40:38 UTC 2026","","nBankTests.ui.iteration_2.DepositTest","nBankTests.ui.iteration_2.DepositTest","userCanNotDepositWithInvalidAmount"
"","2221","userCanNotTransferWithIncorrectAmountTest(Double, String) [1] amount=0.0, errorMessage=Transfer amount must be at least 0.01","","Mon Jan 12 20:40:40 UTC 2026","passed","Mon Jan 12 20:40:43 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferWithIncorrectAmountTest"
"","1124","userCanUpdateName()","","Mon Jan 12 20:40:34 UTC 2026","passed","Mon Jan 12 20:40:35 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCanUpdateName"
"","1968","userCanNotDepositWithExpiredAuthToken()","","Mon Jan 12 20:40:51 UTC 2026","passed","Mon Jan 12 20:40:53 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCanNotDepositWithExpiredAuthToken"
"","2785","userCannotTransferWithNullFields(Integer, Integer, Double) [2] senderAccountId=288860709, receiverAccountId=null, amount=564.53","","Mon Jan 12 20:40:33 UTC 2026","passed","Mon Jan 12 20:40:36 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCannotTransferWithNullFields"
"","1941","userCanNotTransferWithIncorrectAmountTest(Double, String) [3] amount=-5001.0, errorMessage=Transfer amount must be at least 0.01","","Mon Jan 12 20:40:44 UTC 2026","passed","Mon Jan 12 20:40:46 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferWithIncorrectAmountTest"
"","4205","adminCanCreateUserTest()","","Mon Jan 12 20:40:58 UTC 2026","passed","Mon Jan 12 20:41:02 UTC 2026","","nBankTests.ui.iteration_1.CreateUserTest","nBankTests.ui.iteration_1.CreateUserTest","adminCanCreateUserTest"
"","2000","userCannotTransferWithoutToken()","","Mon Jan 12 20:40:46 UTC 2026","passed","Mon Jan 12 20:40:48 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCannotTransferWithoutToken"
"","210","adminCanNotCreateUserWithInvalidData(CreateUserRequest, String, List) [1] createUserRequest=CreateUserRequest(username=   , password=Password33$, role=USER), errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Mon Jan 12 20:40:30 UTC 2026","passed","Mon Jan 12 20:40:30 UTC 2026","","nBankTests.api.iteration1_senior_level.CreateUserTest","nBankTests.api.iteration1_senior_level.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","12482","userCanDepositAndBalanceChangesCorrectlyTest()","","Mon Jan 12 20:40:56 UTC 2026","passed","Mon Jan 12 20:41:09 UTC 2026","","nBankTests.ui.iteration_2.TransferTest","nBankTests.ui.iteration_2.TransferTest","userCanDepositAndBalanceChangesCorrectlyTest"
"","11233","UserCanNotChangeNameWithInvalidNewNameTest()","","Mon Jan 12 20:40:55 UTC 2026","passed","Mon Jan 12 20:41:07 UTC 2026","","nBankTests.ui.iteration_2.ChangeUsersNameTest","nBankTests.ui.iteration_2.ChangeUsersNameTest","UserCanNotChangeNameWithInvalidNewNameTest"
"","6497","userCanDepositWithEmptyRecipientNameTest()","","Mon Jan 12 20:41:21 UTC 2026","passed","Mon Jan 12 20:41:27 UTC 2026","","nBankTests.ui.iteration_2.TransferTest","nBankTests.ui.iteration_2.TransferTest","userCanDepositWithEmptyRecipientNameTest"
"","1319","userCannotDepositWithInvalidFields(Integer, Double) [3] id=null, balance=null","","Mon Jan 12 20:40:44 UTC 2026","passed","Mon Jan 12 20:40:46 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCannotDepositWithInvalidFields"
"","2311","adminCanNotCreateUserWithInvalidData(CreateUserRequest, String, List) [3] createUserRequest=CreateUserRequest(username=abc$, password=Password33$, role=USER), errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Mon Jan 12 20:40:27 UTC 2026","passed","Mon Jan 12 20:40:29 UTC 2026","","nBankTests.api.iteration1_senior_level.CreateUserTest","nBankTests.api.iteration1_senior_level.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","1538","userCanNotDepositWithInvalidAmount(Double, String) [2] amount=0.0, errorValue=Deposit amount must be at least 0.01","","Mon Jan 12 20:40:47 UTC 2026","passed","Mon Jan 12 20:40:49 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCanNotDepositWithInvalidAmount"
"","6430","userCanNotTransferWhenTransferAmountExceedsAccountBalance()","","Mon Jan 12 20:41:14 UTC 2026","passed","Mon Jan 12 20:41:21 UTC 2026","","nBankTests.ui.iteration_2.TransferTest","nBankTests.ui.iteration_2.TransferTest","userCanNotTransferWhenTransferAmountExceedsAccountBalance"
"","4508","adminCanLoginWithCorrectDataTest()","","Mon Jan 12 20:40:47 UTC 2026","passed","Mon Jan 12 20:40:52 UTC 2026","","nBankTests.ui.iteration_1.LoginUserTest","nBankTests.ui.iteration_1.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","1737","userCanNotTransferWithIncorrectAmountTest(Double, String) [2] amount=10000.1, errorMessage=Transfer amount cannot exceed 10000","","Mon Jan 12 20:40:43 UTC 2026","passed","Mon Jan 12 20:40:44 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferWithIncorrectAmountTest"
"","1490","userCannotUpdateNameWithInvalidToken()","","Mon Jan 12 20:40:32 UTC 2026","passed","Mon Jan 12 20:40:34 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCannotUpdateNameWithInvalidToken"
"","6253","userCanNotDepositWithEmptyAccount()","","Mon Jan 12 20:40:38 UTC 2026","passed","Mon Jan 12 20:40:45 UTC 2026","","nBankTests.ui.iteration_2.DepositTest","nBankTests.ui.iteration_2.DepositTest","userCanNotDepositWithEmptyAccount"
"","7522","userCanNotDepositWithEmptyAmount()","","Mon Jan 12 20:40:45 UTC 2026","passed","Mon Jan 12 20:40:52 UTC 2026","","nBankTests.ui.iteration_2.DepositTest","nBankTests.ui.iteration_2.DepositTest","userCanNotDepositWithEmptyAmount"
"","1685","userCanNotDepositToNotOwnedAccount()","","Mon Jan 12 20:40:40 UTC 2026","passed","Mon Jan 12 20:40:42 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCanNotDepositToNotOwnedAccount"
